subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,duration_days,duration_months,subscription_status
S-a87ff6,A-4e960a,2024-12-08,,BASIC,12,228,2736,0,0,0,0,monthly,1,,,ACTIVE
S-0ff481,A-6c093d,2023-04-30,,BASIC,15,285,3420,0,0,0,0,annual,0,,,ACTIVE
S-bb3c63,A-94d3da,2023-12-01,,BASIC,41,779,9348,0,0,0,0,monthly,1,,,ACTIVE
S-55aa8a,A-bad8c1,2023-11-15,,PRO,60,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-196dc6,A-eb2fdc,2024-05-22,,ENTERPRISE,47,9353,112236,0,0,0,0,annual,1,,,ACTIVE
S-afa7a7,A-1b9609,2024-10-03,,ENTERPRISE,25,0,0,1,0,0,0,annual,1,,,ACTIVE
S-fcef74,A-ad64c6,2024-09-08,,PRO,12,588,7056,0,0,0,0,monthly,1,,,ACTIVE
S-a3129d,A-712426,2024-12-07,,ENTERPRISE,18,0,0,1,0,0,0,annual,1,,,ACTIVE
S-8def89,A-cbd1a3,2024-11-27,,ENTERPRISE,8,1592,19104,0,0,0,0,annual,1,,,ACTIVE
S-a2cde5,A-463db0,2024-12-20,,PRO,15,735,8820,0,0,0,0,annual,0,,,ACTIVE
S-c855b0,A-ac14bb,2024-01-16,,ENTERPRISE,71,14129,169548,0,1,0,0,annual,1,,,UPGRADED
S-85ddea,A-cc1d8d,2024-12-20,,ENTERPRISE,5,995,11940,0,0,0,0,monthly,1,,,ACTIVE
S-982ee2,A-eb2fdc,2024-11-07,,ENTERPRISE,31,6169,74028,0,0,0,0,annual,1,,,ACTIVE
S-6ce11a,A-ac85cd,2024-12-03,,BASIC,53,1007,12084,0,0,0,0,annual,1,,,ACTIVE
S-d638c7,A-832ec2,2024-07-25,,BASIC,31,589,7068,0,1,0,0,annual,1,,,UPGRADED
S-f967c2,A-029f69,2024-12-10,,BASIC,7,133,1596,0,0,0,0,monthly,1,,,ACTIVE
S-196c1e,A-7df7a7,2024-11-04,,BASIC,7,133,1596,0,0,0,0,annual,1,,,ACTIVE
S-559e85,A-53f4e3,2024-12-22,,PRO,29,1421,17052,0,0,0,0,monthly,1,,,ACTIVE
S-af7a2c,A-dcc2f0,2024-11-13,,BASIC,22,418,5016,0,1,0,0,annual,1,,,UPGRADED
S-e66253,A-d5a319,2024-11-19,,ENTERPRISE,15,2985,35820,0,0,0,0,annual,1,,,ACTIVE
S-25f647,A-425e76,2024-07-10,,BASIC,37,703,8436,0,0,0,0,monthly,1,,,ACTIVE
S-766d8b,A-82861f,2024-05-27,2024-11-15,ENTERPRISE,41,8159,97908,0,0,0,1,monthly,1,172.0,5.7,CHURNED
S-39f1ed,A-6dee43,2024-04-27,,PRO,3,147,1764,0,0,0,0,monthly,1,,,ACTIVE
S-70c734,A-bd4708,2024-09-05,,PRO,37,1813,21756,0,0,0,0,annual,1,,,ACTIVE
S-e44831,A-bb2f49,2024-12-26,,PRO,28,1372,16464,0,0,0,0,monthly,0,,,ACTIVE
S-21c164,A-029f69,2024-12-31,,BASIC,34,646,7752,0,0,0,0,annual,1,,,ACTIVE
S-d83789,A-104f1a,2024-12-10,,PRO,24,1176,14112,0,0,0,0,monthly,1,,,ACTIVE
S-dafec3,A-684255,2024-09-09,,ENTERPRISE,9,1791,21492,0,0,0,0,annual,0,,,ACTIVE
S-9cd745,A-cab532,2023-07-24,,ENTERPRISE,11,2189,26268,0,0,0,0,monthly,1,,,ACTIVE
S-90e2d7,A-8ae3fc,2024-07-17,,BASIC,31,589,7068,0,0,0,0,annual,1,,,ACTIVE
S-ca72d9,A-bcf664,2024-01-29,,BASIC,55,1045,12540,0,0,0,0,annual,1,,,ACTIVE
S-e05562,A-075038,2023-11-08,,PRO,17,833,9996,0,0,0,0,monthly,1,,,ACTIVE
S-c14073,A-ba6516,2024-01-30,,BASIC,27,513,6156,0,1,0,0,annual,1,,,UPGRADED
S-01b2dc,A-cc102e,2024-12-23,,BASIC,13,247,2964,0,1,0,0,annual,1,,,UPGRADED
S-e25e6e,A-5a92e7,2024-12-07,,BASIC,4,76,912,0,0,0,0,monthly,1,,,ACTIVE
S-47e122,A-271f46,2023-07-01,,BASIC,38,722,8664,0,0,0,0,monthly,1,,,ACTIVE
S-5856ab,A-3c1a3f,2024-05-06,2024-11-25,PRO,19,931,11172,0,0,0,1,annual,1,203.0,6.8,CHURNED
S-edd29b,A-592832,2024-12-24,,ENTERPRISE,18,3582,42984,0,0,0,0,annual,1,,,ACTIVE
S-dc77b7,A-cbd1a3,2024-12-29,,BASIC,20,380,4560,0,0,0,0,annual,1,,,ACTIVE
S-2d0c1f,A-241e75,2024-07-11,,PRO,46,2254,27048,0,0,0,0,annual,1,,,ACTIVE
S-ac42e8,A-417d2f,2024-09-08,,BASIC,49,931,11172,0,0,0,0,monthly,0,,,ACTIVE
S-5c3f50,A-f3ff05,2024-09-11,,ENTERPRISE,4,796,9552,0,0,0,0,annual,1,,,ACTIVE
S-84e658,A-922109,2024-08-18,,ENTERPRISE,3,0,0,1,0,0,0,monthly,0,,,ACTIVE
S-1dbbc2,A-42b791,2024-12-30,,BASIC,20,380,4560,0,0,0,0,monthly,0,,,ACTIVE
S-b633be,A-6c093d,2023-09-26,2024-07-14,BASIC,62,0,0,1,0,0,1,monthly,1,292.0,9.7,CHURNED
S-a1676a,A-bb3bd4,2024-05-06,,PRO,23,1127,13524,0,0,0,0,annual,1,,,ACTIVE
S-e958ba,A-417d2f,2024-03-29,,PRO,13,637,7644,0,0,0,0,monthly,1,,,ACTIVE
S-86571c,A-d26ab4,2024-12-27,,ENTERPRISE,33,6567,78804,0,0,0,0,monthly,1,,,ACTIVE
S-4193dd,A-4e631b,2024-10-13,,BASIC,22,418,5016,0,0,0,0,monthly,1,,,ACTIVE
S-860bc8,A-42e5e1,2024-08-29,,BASIC,1,19,228,0,0,0,0,annual,1,,,ACTIVE
S-2e78ce,A-84ebe4,2024-04-15,2024-10-22,BASIC,18,342,4104,0,0,0,1,monthly,1,190.0,6.3,CHURNED
S-b5a1a0,A-474ad4,2023-12-04,,BASIC,10,190,2280,0,1,1,0,annual,1,,,UPGRADED
S-480226,A-7f6b86,2024-05-21,,BASIC,45,855,10260,0,1,0,0,annual,1,,,UPGRADED
S-be828b,A-cbbe12,2023-08-09,,PRO,40,1960,23520,0,0,0,0,monthly,1,,,ACTIVE
S-3ffd93,A-cc1d8d,2024-12-23,,BASIC,39,741,8892,0,0,0,0,monthly,1,,,ACTIVE
S-94d88f,A-ccc747,2024-09-11,,PRO,16,784,9408,0,0,0,0,annual,0,,,ACTIVE
S-b27c39,A-484819,2023-06-02,2024-07-03,BASIC,18,342,4104,0,1,0,1,monthly,1,397.0,13.2,CHURNED
S-d073bb,A-a1bbb6,2023-08-13,,ENTERPRISE,9,1791,21492,0,0,0,0,monthly,1,,,ACTIVE
S-afe3b8,A-cc1d8d,2024-12-10,,PRO,16,784,9408,0,0,0,0,monthly,1,,,ACTIVE
S-bbd8b5,A-54ecc2,2023-11-26,,BASIC,4,76,912,0,0,0,0,annual,1,,,ACTIVE
S-6d10f7,A-7641d3,2024-11-17,,PRO,16,784,9408,0,0,0,0,monthly,1,,,ACTIVE
S-491d53,A-3cc791,2024-05-23,,PRO,12,588,7056,0,0,0,0,monthly,1,,,ACTIVE
S-cfedb3,A-54d94a,2024-07-16,,BASIC,27,513,6156,0,0,0,0,annual,1,,,ACTIVE
S-62a617,A-2d1036,2024-09-23,2024-10-17,BASIC,69,1311,15732,0,0,0,1,annual,0,24.0,0.8,CHURNED
S-0b3f0c,A-3be56b,2024-06-12,,ENTERPRISE,3,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-e5909f,A-b44e3e,2024-04-17,,PRO,40,1960,23520,0,1,0,0,annual,1,,,UPGRADED
S-53ff75,A-acb7f7,2024-11-26,,BASIC,32,608,7296,0,0,1,0,monthly,1,,,DOWNGRADED
S-4a724b,A-00bed1,2024-08-06,,PRO,28,1372,16464,0,0,0,0,annual,1,,,ACTIVE
S-ce90ba,A-812c5b,2024-04-03,,PRO,55,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-672dd6,A-05d3b3,2023-08-03,,ENTERPRISE,16,3184,38208,0,0,0,0,monthly,1,,,ACTIVE
S-78172b,A-f9cc74,2024-10-30,,ENTERPRISE,30,5970,71640,0,0,0,0,monthly,1,,,ACTIVE
S-ea9f08,A-b9eed8,2024-07-14,,PRO,13,637,7644,0,0,1,0,annual,1,,,DOWNGRADED
S-5aa854,A-328bd0,2024-04-29,,PRO,18,882,10584,0,0,0,0,annual,1,,,ACTIVE
S-e81358,A-d77f4c,2024-02-29,,PRO,29,1421,17052,0,0,0,0,annual,1,,,ACTIVE
S-e95f57,A-1986ca,2024-09-24,,ENTERPRISE,20,3980,47760,0,0,0,0,monthly,0,,,ACTIVE
S-0027d3,A-e693b6,2024-05-04,,BASIC,55,1045,12540,0,0,0,0,annual,1,,,ACTIVE
S-3ce79c,A-781cc0,2024-10-17,,ENTERPRISE,22,4378,52536,0,0,0,0,monthly,0,,,ACTIVE
S-6e81f5,A-bece89,2024-10-18,,PRO,38,1862,22344,0,0,0,0,annual,1,,,ACTIVE
S-775a4f,A-7c83a1,2024-07-18,,ENTERPRISE,19,3781,45372,0,0,0,0,monthly,1,,,ACTIVE
S-f4e6c0,A-2f6a32,2024-11-16,,BASIC,19,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-089366,A-e60f9d,2024-11-12,,BASIC,29,551,6612,0,0,0,0,annual,1,,,ACTIVE
S-a19f87,A-bb1486,2024-12-18,,PRO,41,2009,24108,0,0,0,0,annual,1,,,ACTIVE
S-2de283,A-117171,2024-11-27,,PRO,45,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-f497df,A-751c58,2024-12-21,,BASIC,71,1349,16188,0,0,0,0,annual,1,,,ACTIVE
S-c8a4ff,A-fabe19,2024-12-24,2024-12-29,ENTERPRISE,23,4577,54924,0,0,0,1,annual,0,5.0,0.2,CHURNED
S-294d8b,A-9289f6,2024-09-15,,ENTERPRISE,17,3383,40596,0,0,0,0,monthly,1,,,ACTIVE
S-a3927a,A-378b99,2024-12-02,2024-12-30,ENTERPRISE,8,1592,19104,0,0,0,1,annual,1,28.0,0.9,CHURNED
S-2cf162,A-a8d89d,2024-04-12,,BASIC,13,247,2964,0,0,0,0,annual,1,,,ACTIVE
S-7be036,A-3a7284,2024-12-28,,PRO,31,1519,18228,0,1,0,0,annual,1,,,UPGRADED
S-1facfc,A-7df7a7,2024-03-04,,PRO,7,343,4116,0,0,0,0,annual,1,,,ACTIVE
S-ccdc31,A-970c97,2024-12-16,,PRO,19,931,11172,0,0,0,0,annual,1,,,ACTIVE
S-d3efa2,A-a1bbb6,2023-12-21,,ENTERPRISE,11,2189,26268,0,0,0,0,monthly,1,,,ACTIVE
S-dcc1a5,A-029f69,2024-05-09,,PRO,26,1274,15288,0,0,0,0,annual,0,,,ACTIVE
S-0d2fb8,A-43a9e3,2023-09-20,,BASIC,22,418,5016,0,0,0,0,annual,0,,,ACTIVE
S-0fcf7d,A-e08cd3,2024-11-23,,PRO,67,3283,39396,0,0,0,0,annual,0,,,ACTIVE
S-e76552,A-474ad4,2024-09-13,,PRO,8,392,4704,0,0,0,0,monthly,0,,,ACTIVE
S-c14566,A-313be3,2023-12-11,,PRO,47,2303,27636,0,0,0,0,annual,1,,,ACTIVE
S-a2fb62,A-443f6f,2024-12-10,,PRO,19,931,11172,0,0,0,0,annual,1,,,ACTIVE
S-bd1912,A-0cc442,2024-10-06,2024-10-23,BASIC,97,1843,22116,0,0,0,1,monthly,1,17.0,0.6,CHURNED
S-d5605e,A-e351e1,2024-11-11,,BASIC,33,0,0,1,0,0,0,monthly,0,,,ACTIVE
S-b9c635,A-87aa7b,2024-06-02,,PRO,24,1176,14112,0,0,1,0,monthly,1,,,DOWNGRADED
S-f2dd76,A-443b7c,2024-11-13,2024-11-21,PRO,39,0,0,1,0,0,1,monthly,0,8.0,0.3,CHURNED
S-e7de53,A-4a4c2d,2024-07-08,,BASIC,54,1026,12312,0,0,0,0,monthly,1,,,ACTIVE
S-8ed780,A-bc87bc,2024-12-09,,BASIC,13,247,2964,0,0,0,0,monthly,1,,,ACTIVE
S-6a017c,A-6f8ad2,2024-10-03,,ENTERPRISE,5,995,11940,0,0,0,0,annual,0,,,ACTIVE
S-f2e134,A-4f18f0,2024-08-09,2024-10-07,BASIC,25,475,5700,0,0,0,1,monthly,1,59.0,2.0,CHURNED
S-9fbdfb,A-e4144b,2024-11-25,,ENTERPRISE,79,0,0,1,1,0,0,annual,1,,,UPGRADED
S-2416eb,A-cd458b,2024-08-14,,BASIC,10,190,2280,0,0,0,0,monthly,1,,,ACTIVE
S-20812a,A-5a3eb9,2024-06-14,,PRO,69,3381,40572,0,0,0,0,monthly,1,,,ACTIVE
S-e88276,A-66224b,2024-12-06,,BASIC,92,1748,20976,0,0,0,0,monthly,1,,,ACTIVE
S-51cb35,A-18793f,2024-12-20,2024-12-29,BASIC,148,2812,33744,0,0,0,1,annual,1,9.0,0.3,CHURNED
S-53e028,A-fdfc91,2024-09-14,,BASIC,111,2109,25308,0,0,0,0,monthly,1,,,ACTIVE
S-f64908,A-1ac5e0,2024-12-11,,BASIC,33,0,0,1,0,0,0,monthly,0,,,ACTIVE
S-a0c741,A-40906c,2024-06-19,,BASIC,92,1748,20976,0,0,0,0,monthly,0,,,ACTIVE
S-65d722,A-df10db,2023-09-23,,BASIC,2,38,456,0,0,0,0,monthly,1,,,ACTIVE
S-5b9bb9,A-bc4d48,2024-08-29,,PRO,35,1715,20580,0,0,0,0,annual,0,,,ACTIVE
S-84c44b,A-9bfc9f,2024-01-01,,BASIC,53,1007,12084,0,1,0,0,monthly,1,,,UPGRADED
S-0fb7bb,A-87aa7b,2024-06-05,,PRO,24,1176,14112,0,0,1,0,annual,0,,,DOWNGRADED
S-cdc644,A-76fa4d,2024-12-03,2024-12-31,ENTERPRISE,69,13731,164772,0,0,0,1,annual,1,28.0,0.9,CHURNED
S-c57c91,A-39ddf4,2024-12-24,,PRO,40,1960,23520,0,0,0,0,monthly,1,,,ACTIVE
S-2d7947,A-4e960a,2024-06-04,,BASIC,12,228,2736,0,0,0,0,annual,1,,,ACTIVE
S-b81200,A-7c6b6b,2024-12-21,,PRO,6,294,3528,0,0,0,0,monthly,1,,,ACTIVE
S-8ea942,A-0651a4,2024-12-19,,ENTERPRISE,36,0,0,1,0,0,0,annual,1,,,ACTIVE
S-0146f6,A-7641d3,2024-05-13,,ENTERPRISE,13,2587,31044,0,0,0,0,monthly,1,,,ACTIVE
S-8b0950,A-dfbd31,2024-02-15,,ENTERPRISE,14,2786,33432,0,0,0,0,monthly,0,,,ACTIVE
S-5bbb5b,A-ffc04f,2024-12-01,,ENTERPRISE,15,2985,35820,0,0,1,0,annual,1,,,DOWNGRADED
S-ecefa1,A-40a557,2024-06-26,,BASIC,25,475,5700,0,0,0,0,monthly,1,,,ACTIVE
S-1526b7,A-2f6a32,2024-11-24,,PRO,19,931,11172,0,1,0,0,annual,1,,,UPGRADED
S-55d484,A-52dd88,2023-12-15,,BASIC,23,0,0,1,0,0,0,annual,1,,,ACTIVE
S-94471b,A-ffc04f,2024-10-04,,BASIC,13,247,2964,0,0,0,0,monthly,0,,,ACTIVE
S-eb4b0a,A-acb7f7,2024-12-28,,BASIC,32,608,7296,0,0,0,0,annual,1,,,ACTIVE
S-f7a5b9,A-ffdfd5,2024-04-24,,PRO,11,539,6468,0,0,0,0,annual,1,,,ACTIVE
S-410fd5,A-a1b80b,2024-06-09,,BASIC,19,361,4332,0,0,0,0,annual,1,,,ACTIVE
S-32ab86,A-7c6b6b,2024-12-28,,PRO,23,1127,13524,0,0,0,0,monthly,1,,,ACTIVE
S-9e8b22,A-7c6b6b,2024-12-16,2024-12-23,PRO,6,294,3528,0,0,0,1,annual,1,7.0,0.2,CHURNED
S-bf4ec8,A-7a0d69,2024-08-20,,PRO,15,735,8820,0,0,0,0,monthly,1,,,ACTIVE
S-a25d8b,A-40a557,2024-03-24,,ENTERPRISE,55,10945,131340,0,0,0,0,monthly,1,,,ACTIVE
S-37f480,A-87aa7b,2024-05-25,,PRO,27,1323,15876,0,0,0,0,annual,0,,,ACTIVE
S-c27e9c,A-9f2731,2024-11-02,,BASIC,38,722,8664,0,0,0,0,monthly,1,,,ACTIVE
S-a76521,A-eb7c38,2024-12-04,,BASIC,33,627,7524,0,0,0,0,annual,1,,,ACTIVE
S-0ab9fb,A-05f0e5,2024-10-22,,PRO,65,3185,38220,0,0,0,0,annual,1,,,ACTIVE
S-afc43d,A-02cd81,2024-08-25,,BASIC,44,836,10032,0,0,0,0,annual,0,,,ACTIVE
S-b6e44c,A-019782,2023-10-26,,BASIC,11,209,2508,0,0,0,0,annual,0,,,ACTIVE
S-6a8046,A-f97b9a,2023-12-26,,ENTERPRISE,19,3781,45372,0,0,0,0,monthly,1,,,ACTIVE
S-a3cbd4,A-42e5e1,2024-08-01,2024-08-14,ENTERPRISE,20,3980,47760,0,0,0,1,monthly,1,13.0,0.4,CHURNED
S-f74e00,A-8ae05d,2024-12-02,,PRO,86,4214,50568,0,0,0,0,monthly,1,,,ACTIVE
S-c2eeba,A-65aeb5,2024-02-02,,BASIC,9,171,2052,0,0,0,0,monthly,0,,,ACTIVE
S-371662,A-bad8c1,2023-06-12,,PRO,54,2646,31752,0,0,0,0,monthly,1,,,ACTIVE
S-8ebe58,A-cea1f0,2024-06-09,,PRO,8,0,0,1,0,0,0,annual,1,,,ACTIVE
S-6102fe,A-cb5333,2024-06-25,,BASIC,33,0,0,1,0,0,0,monthly,0,,,ACTIVE
S-6676fa,A-7df7a7,2023-02-05,,PRO,7,343,4116,0,0,1,0,monthly,1,,,DOWNGRADED
S-2b550a,A-c7ffc2,2023-11-01,,ENTERPRISE,30,5970,71640,0,1,0,0,monthly,1,,,UPGRADED
S-c48d0d,A-3ce5b8,2024-05-22,,BASIC,37,703,8436,0,0,0,0,annual,1,,,ACTIVE
S-7fca0e,A-5b4ebb,2024-08-21,,BASIC,52,988,11856,0,0,0,0,annual,1,,,ACTIVE
S-5d343c,A-9208f0,2023-09-23,,BASIC,25,475,5700,0,0,0,0,annual,1,,,ACTIVE
S-76b176,A-6da850,2024-11-10,2024-12-09,PRO,8,392,4704,0,0,0,1,monthly,0,29.0,1.0,CHURNED
S-e746d2,A-977ca0,2023-08-18,,ENTERPRISE,91,18109,217308,0,0,0,0,monthly,1,,,ACTIVE
S-7b896c,A-ffdfd5,2024-08-18,,BASIC,30,570,6840,0,0,0,0,monthly,1,,,ACTIVE
S-c9a968,A-bad8c1,2024-03-21,,BASIC,8,152,1824,0,0,0,0,monthly,1,,,ACTIVE
S-f4b648,A-8ae05d,2024-11-27,2024-12-28,ENTERPRISE,86,17114,205368,0,0,0,1,annual,1,31.0,1.0,CHURNED
S-f4a3ac,A-1f7acb,2024-09-22,,ENTERPRISE,64,12736,152832,0,0,0,0,annual,1,,,ACTIVE
S-42671b,A-118f1c,2024-12-11,,ENTERPRISE,32,6368,76416,0,0,0,0,annual,1,,,ACTIVE
S-88cc86,A-80eeb6,2024-12-20,2024-12-31,ENTERPRISE,22,4378,52536,0,0,0,1,annual,1,11.0,0.4,CHURNED
S-02b754,A-3b37d9,2023-10-11,,ENTERPRISE,23,4577,54924,0,0,0,0,annual,0,,,ACTIVE
S-7826c1,A-157070,2024-07-23,,PRO,18,882,10584,0,0,0,0,monthly,1,,,ACTIVE
S-45c2cf,A-7920cc,2023-12-11,,BASIC,39,741,8892,0,0,0,0,monthly,1,,,ACTIVE
S-df819a,A-ffc04f,2024-09-08,,PRO,20,980,11760,0,0,0,0,monthly,0,,,ACTIVE
S-983266,A-dcc2f0,2024-09-16,2024-11-03,PRO,15,735,8820,0,0,0,1,annual,1,48.0,1.6,CHURNED
S-16dfaf,A-8e47ca,2024-02-27,,PRO,19,931,11172,0,0,0,0,annual,1,,,ACTIVE
S-f77847,A-186a44,2023-08-23,,BASIC,20,380,4560,0,0,1,0,annual,1,,,DOWNGRADED
S-1053c9,A-69b156,2024-10-12,,BASIC,14,266,3192,0,0,0,0,annual,1,,,ACTIVE
S-8eae4e,A-db5e9e,2024-12-16,,ENTERPRISE,16,3184,38208,0,0,0,0,monthly,1,,,ACTIVE
S-bf39f7,A-3793ee,2024-01-24,,PRO,49,2401,28812,0,0,0,0,monthly,1,,,ACTIVE
S-a4142f,A-a8b49c,2023-10-14,,BASIC,7,133,1596,0,0,0,0,annual,1,,,ACTIVE
S-e6dee4,A-029f69,2024-11-11,,PRO,3,147,1764,0,0,0,0,annual,1,,,ACTIVE
S-b76ba6,A-d4ac0e,2024-12-14,,PRO,18,882,10584,0,0,0,0,monthly,1,,,ACTIVE
S-5a94f7,A-328bd0,2023-09-26,,PRO,33,1617,19404,0,0,0,0,monthly,1,,,ACTIVE
S-61afee,A-7df7a7,2023-06-26,,ENTERPRISE,45,8955,107460,0,0,0,0,monthly,0,,,ACTIVE
S-2a73e2,A-10b8f2,2024-01-29,,BASIC,47,893,10716,0,0,0,0,annual,0,,,ACTIVE
S-e0075b,A-b3fe05,2024-09-03,,ENTERPRISE,17,3383,40596,0,0,0,0,annual,1,,,ACTIVE
S-5bbb53,A-1b7577,2024-12-03,,PRO,4,196,2352,0,0,0,0,annual,1,,,ACTIVE
S-65731a,A-684255,2024-12-15,2024-12-26,BASIC,9,0,0,1,0,1,1,annual,1,11.0,0.4,CHURNED
S-2d5c04,A-503d5a,2024-03-27,,ENTERPRISE,5,995,11940,0,0,0,0,monthly,1,,,ACTIVE
S-34253c,A-1b9609,2023-12-02,,BASIC,18,342,4104,0,0,0,0,annual,0,,,ACTIVE
S-d18856,A-396e5f,2024-10-05,,ENTERPRISE,6,1194,14328,0,0,0,0,monthly,1,,,ACTIVE
S-e6b450,A-eb1312,2024-11-21,,PRO,25,1225,14700,0,0,0,0,monthly,1,,,ACTIVE
S-0d8cfd,A-4ae22a,2024-08-20,,PRO,6,294,3528,0,0,0,0,annual,1,,,ACTIVE
S-86e45a,A-56962b,2024-09-23,,PRO,163,7987,95844,0,0,0,0,annual,1,,,ACTIVE
S-dcae52,A-00cac8,2024-10-29,,ENTERPRISE,20,3980,47760,0,0,0,0,monthly,1,,,ACTIVE
S-17bbdd,A-bcbe98,2024-11-18,,PRO,46,2254,27048,0,0,0,0,annual,1,,,ACTIVE
S-f24690,A-756192,2024-11-18,,BASIC,19,361,4332,0,0,0,0,monthly,1,,,ACTIVE
S-9a3e85,A-8ae3fc,2024-08-06,,PRO,21,1029,12348,0,0,0,0,annual,1,,,ACTIVE
S-1c2a4a,A-b7b7b7,2024-12-29,,PRO,24,1176,14112,0,0,0,0,annual,1,,,ACTIVE
S-c37ee1,A-9174e0,2024-12-08,,BASIC,60,1140,13680,0,0,0,0,monthly,1,,,ACTIVE
S-4ebd94,A-c62e55,2024-03-07,,PRO,24,1176,14112,0,0,0,0,annual,1,,,ACTIVE
S-61797c,A-ad296b,2024-07-25,,BASIC,38,722,8664,0,0,0,0,annual,1,,,ACTIVE
S-f8d0a2,A-a0ca4e,2024-05-15,,BASIC,11,209,2508,0,0,0,0,annual,0,,,ACTIVE
S-d0eeb2,A-fce879,2024-10-18,,PRO,45,0,0,1,0,1,0,monthly,1,,,DOWNGRADED
S-10fc7d,A-cab532,2024-10-14,,ENTERPRISE,11,2189,26268,0,1,0,0,annual,1,,,UPGRADED
S-c249fb,A-cc98bc,2023-12-25,,BASIC,32,608,7296,0,0,0,0,monthly,1,,,ACTIVE
S-c86492,A-c43359,2024-11-18,,PRO,38,1862,22344,0,0,0,0,annual,1,,,ACTIVE
S-1be7c5,A-80eeb6,2023-07-15,2024-11-05,BASIC,34,646,7752,0,0,0,1,monthly,1,479.0,16.0,CHURNED
S-86bcda,A-4a4c2d,2024-09-18,,BASIC,54,1026,12312,0,1,0,0,monthly,0,,,UPGRADED
S-ee956d,A-96bbc6,2024-09-01,,PRO,39,1911,22932,0,0,0,0,annual,1,,,ACTIVE
S-404132,A-39ddf4,2024-12-20,2024-12-29,PRO,40,1960,23520,0,0,0,1,annual,1,9.0,0.3,CHURNED
S-4d5ab5,A-df1e44,2024-08-08,,ENTERPRISE,12,2388,28656,0,0,0,0,monthly,0,,,ACTIVE
S-e5d9a4,A-09316c,2024-12-07,,ENTERPRISE,70,13930,167160,0,1,0,0,annual,1,,,UPGRADED
S-3684d3,A-7920cc,2024-09-22,,BASIC,39,741,8892,0,0,0,0,monthly,1,,,ACTIVE
S-cce4fc,A-659280,2023-11-28,,PRO,13,637,7644,0,0,0,0,annual,1,,,ACTIVE
S-3cae45,A-c16101,2024-10-18,,ENTERPRISE,7,1393,16716,0,0,0,0,annual,1,,,ACTIVE
S-82b11e,A-0651a4,2024-12-06,,BASIC,21,399,4788,0,0,0,0,annual,1,,,ACTIVE
S-23d18f,A-ad3abd,2023-11-21,2024-02-04,BASIC,44,0,0,1,0,0,1,monthly,1,75.0,2.5,CHURNED
S-652885,A-59f724,2024-12-08,,BASIC,18,342,4104,0,0,0,0,monthly,1,,,ACTIVE
S-2e7b85,A-328bd0,2023-10-19,,BASIC,18,342,4104,0,0,0,0,annual,1,,,ACTIVE
S-48c5be,A-fa2041,2024-12-05,,PRO,39,0,0,1,0,0,0,annual,1,,,ACTIVE
S-277111,A-625d0b,2024-10-14,,PRO,9,441,5292,0,0,0,0,monthly,1,,,ACTIVE
S-505f35,A-5a184f,2023-12-02,,ENTERPRISE,22,4378,52536,0,0,0,0,annual,1,,,ACTIVE
S-70b655,A-ac85cd,2024-08-16,,PRO,53,2597,31164,0,0,0,0,monthly,0,,,ACTIVE
S-4ac0bb,A-7c6b6b,2024-12-25,,PRO,28,1372,16464,0,0,0,0,monthly,0,,,ACTIVE
S-4ea564,A-de58ca,2024-08-09,,BASIC,15,285,3420,0,0,0,0,annual,1,,,ACTIVE
S-1a9c5c,A-c58f49,2024-11-02,,BASIC,70,0,0,1,0,0,0,annual,1,,,ACTIVE
S-23dab0,A-65aeb5,2024-09-30,,PRO,9,441,5292,0,0,0,0,annual,1,,,ACTIVE
S-d396d1,A-2edab2,2024-03-05,2024-10-11,PRO,17,833,9996,0,0,0,1,monthly,1,220.0,7.3,CHURNED
S-f1826f,A-4c6f11,2024-03-30,,ENTERPRISE,24,4776,57312,0,0,0,0,monthly,1,,,ACTIVE
S-1c3a42,A-f45426,2024-09-14,,ENTERPRISE,20,3980,47760,0,0,0,0,annual,1,,,ACTIVE
S-27c00d,A-a6d261,2024-06-08,,BASIC,48,912,10944,0,0,0,0,monthly,1,,,ACTIVE
S-2e4018,A-7f8241,2023-06-06,,ENTERPRISE,34,6766,81192,0,1,0,0,monthly,1,,,UPGRADED
S-4da459,A-02cd81,2024-12-29,,PRO,44,2156,25872,0,0,0,0,annual,1,,,ACTIVE
S-5879cf,A-a09355,2024-09-02,,ENTERPRISE,30,5970,71640,0,0,0,0,monthly,1,,,ACTIVE
S-2e965d,A-00cac8,2023-09-16,,PRO,8,392,4704,0,0,0,0,monthly,1,,,ACTIVE
S-e0f238,A-463db0,2024-12-09,,PRO,35,1715,20580,0,0,0,0,annual,1,,,ACTIVE
S-752e61,A-e3bd71,2024-03-24,,ENTERPRISE,31,6169,74028,0,0,0,0,monthly,1,,,ACTIVE
S-1a3d9c,A-684255,2024-07-07,,PRO,11,539,6468,0,0,0,0,annual,0,,,ACTIVE
S-525d6b,A-94f8c9,2024-04-17,2024-05-29,ENTERPRISE,13,0,0,1,0,0,1,monthly,1,42.0,1.4,CHURNED
